Name,Position,Country,Rookie,Age,Weight,Height,Contract,Salary,Stats 1,Stats 2,Stats 3,Stats 4,Stats 5,Stats 6,Stats 7,Stats 8,Stats 9,Stats 10,Stats 11,Stats 12,Stats 13,Stats 14
Ian Laperriere,3,CAN,N,36,200,73,1,1500000,78,99,42,72,75,80,62,63,64,64,79,86,89,35
Jannik Hansen,3,DNK,Y,23,201,73,2,850000,55,43,71,73,75,75,68,41,70,65,66,66,58,40
Pavel Datsyuk,1,RUS,N,31,194,71,2,6250000,68,40,84,95,72,91,97,88,95,86,79,79,81,35
Jonathan Ericsson,4,SWE,Y,25,206,76,2,850000,80,42,73,67,78,80,64,40,67,63,66,60,58,40
Sean Bergenheim,3,FIN,N,25,205,70,1,550000,78,46,62,74,77,75,67,41,67,70,68,77,60,90
Valtteri Filppula,2,FIN,N,25,193,72,4,3250000,56,40,79,86,71,83,73,79,74,68,75,72,62,10
Liam Reddox,3,CAN,Y,23,180,70,2,850000,77,40,80,73,60,73,66,43,63,65,63,61,59,95
John Zeiler,3,USA,N,26,204,72,2,850000,85,71,47,66,77,65,60,42,61,59,58,63,61,70
Denis Gauthier,4,CAN,N,33,220,74,1,2000000,96,48,55,64,85,71,60,40,61,61,69,62,64,35
Antti Miettinen,2,FIN,N,29,190,72,1,1650000,64,40,81,83,70,89,73,43,74,69,70,79,63,40
Braydon Coburn,4,CAN,N,24,220,77,1,750000,87,48,69,72,85,93,73,40,75,68,84,71,68,70
Joffrey Lupul,3,CAN,N,25,205,73,1,2500000,70,47,74,79,77,78,76,41,75,76,63,68,64,5
Colton Orr,3,CAN,N,26,222,75,1,659999,83,99,35,66,86,67,60,41,61,60,54,70,71,60
Adrian Aucoin,4,CAN,N,36,212,74,1,4000000,61,40,83,73,81,88,80,40,79,72,75,86,73,1
Josh Hennessy,1,USA,N,24,198,74,1,700000,65,40,86,66,74,71,60,45,59,61,52,46,44,1
Jed Ortmeyer,3,USA,N,31,188,72,1,780000,80,44,84,71,68,75,60,40,58,59,71,68,72,30
Derek Morris,4,CAN,N,31,221,72,4,4250000,72,42,83,70,85,82,71,40,72,66,78,72,77,35
Blair Betts,1,CAN,N,29,210,75,4,1900000,73,40,80,76,80,75,62,81,62,63,78,72,64,30
Sean Avery,2,CAN,N,30,195,70,3,3100000,91,57,44,79,72,84,73,44,74,70,63,71,69,60
Ryan Bayda,2,CAN,N,28,185,71,2,850000,74,40,77,70,65,75,64,42,64,63,73,68,67,75
Daniel Winnik,2,CAN,N,24,210,74,2,850000,84,56,58,73,80,79,63,50,63,62,77,58,60,70
Greg Moore,3,USA,N,25,225,73,1,575000,78,40,76,53,87,63,58,44,57,60,55,65,60,35
Colby Armstrong,2,CAN,N,27,195,74,4,2600000,72,44,71,79,72,83,73,41,71,72,70,69,73,40
Frans Nielsen,1,DNK,N,25,172,71,1,600000,56,40,83,85,52,83,73,74,75,68,63,46,42,70
David Perron,2,CAN,N,20,180,72,2,850000,69,40,72,88,60,81,77,40,77,70,62,57,60,65
Kyle Wellwood,1,CAN,N,26,180,70,2,1300000,51,40,92,83,60,80,66,86,66,69,60,67,75,50
Michael Funk,4,CAN,Y,23,199,76,2,550000,66,54,57,63,74,72,57,40,59,50,66,64,58,75
Yan Stastny,1,CAN,N,26,191,70,2,650000,60,47,72,72,70,76,64,63,65,64,70,66,60,55
Kyle Brodziak,1,CAN,N,24,209,74,2,850000,61,43,79,71,79,78,65,81,67,66,77,66,62,60
Lawrence Nycholat,4,CAN,N,30,200,72,2,775000,66,40,62,75,75,68,66,40,71,55,57,74,64,10
Daniel Girardi,4,CAN,N,25,210,74,1,2650000,94,46,81,69,80,88,70,40,72,65,75,66,60,30
Sergei Samsonov,2,RUS,N,30,188,68,4,3000000,54,40,82,84,68,85,75,40,76,71,59,81,70,5
Petr Prucha,2,CZE,N,26,175,72,3,2500000,83,48,75,80,55,82,69,43,70,67,62,72,60,20
Kirk Maltby,2,CAN,N,37,193,72,1,710000,63,40,72,68,71,71,63,41,63,62,71,87,78,30
Ryan Callahan,3,USA,N,25,188,71,1,575000,99,51,78,83,68,85,72,41,68,73,75,63,60,30
Andy Hilbert,2,USA,N,28,194,71,2,918300,58,40,83,79,72,79,67,54,69,66,77,75,66,40
Mikhail Grabovski,1,DEU,Y,25,179,71,2,850000,57,40,65,86,59,85,72,69,73,72,62,65,58,50
Dennis Wideman,4,CAN,N,26,196,72,4,3700000,65,40,86,84,73,91,84,40,84,74,85,67,64,35
Tyson Strachan,4,CAN,Y,25,205,75,2,850000,61,55,57,63,77,73,60,40,64,59,62,47,47,5
Andrew Gordon,3,CAN,Y,24,180,71,2,850000,70,40,79,67,60,69,60,40,58,59,56,47,47,10
Zach Boychuk,2,CAN,Y,20,180,70,2,850000,76,40,84,72,60,77,62,40,61,61,55,42,42,45
Daniel Alfredsson,3,SWE,N,37,208,71,1,6210000,59,40,88,89,79,90,86,41,86,79,75,94,86,1
Robert Nilsson,3,CAN,N,24,185,71,2,1400000,57,40,81,80,65,79,66,41,70,66,62,78,61,25
Zach Parise,2,USA,N,24,190,71,4,5800000,62,40,83,93,70,90,99,60,92,94,65,70,64,50
Pierre-Luc Letourneau-Leblond,3,CAN,Y,24,210,74,2,850000,80,88,34,64,80,62,63,40,64,60,54,47,47,45
Mike Richards,1,CAN,N,24,195,71,3,2500000,88,56,78,93,72,94,84,80,85,82,81,70,81,60
Paul Ranger,4,CAN,N,24,208,75,2,3300000,80,40,67,79,79,87,69,40,72,65,80,65,61,70
Cam Barker,4,CAN,N,23,213,75,3,2800000,75,48,70,77,81,84,88,40,87,72,61,66,63,50
Geoff Sanderson,2,CAN,N,37,190,72,3,1300000,51,50,76,88,70,62,64,68,70,61,60,85,78,1
Nick Tarnasky,2,CAN,N,24,214,75,2,900000,87,95,56,67,82,67,63,40,64,62,61,61,65,15
Ken Klee,4,USA,N,38,210,73,1,1300000,79,40,81,65,80,77,64,40,67,61,81,86,71,1
Colton Gillies,2,CAN,Y,20,189,76,2,850000,75,40,71,68,69,69,60,40,62,61,56,47,47,10
John Erskine,4,CAN,N,29,216,76,1,850000,94,61,64,66,83,77,60,40,63,59,76,69,66,40
Alexandre Bolduc,1,CAN,Y,24,178,73,2,850000,57,55,68,69,58,69,60,49,63,59,58,47,47,55
Karl Alzner,4,CAN,Y,21,206,74,2,850000,61,40,88,79,78,81,64,40,65,61,73,47,47,85
Christian Ehrhoff,4,DEU,N,27,205,74,1,1000000,71,42,78,75,77,85,82,40,83,73,75,79,63,40
Sami Salo,4,FIN,N,34,215,75,3,5000000,61,40,85,70,82,77,79,40,79,70,79,92,77,40
Eric Boulton,2,CAN,N,33,225,73,4,675000,70,99,36,67,87,69,64,40,65,62,56,77,77,25
Justin Williams,3,CAN,N,28,195,73,1,2000000,67,45,81,78,72,78,75,42,75,74,71,71,67,50
Stephane Robidas,4,CAN,N,32,190,71,1,3000000,98,41,72,78,70,91,74,40,76,65,82,83,70,25
Kevin Porter,3,USA,Y,23,195,72,2,850000,72,40,82,73,72,81,64,51,65,65,61,47,47,50
Andy Greene,4,USA,N,27,195,71,1,500000,61,40,80,65,72,74,63,40,67,62,67,59,64,30
Ben Eager,2,CAN,N,25,220,74,2,650000,76,99,37,68,85,71,64,40,63,65,56,68,63,35
Sergei Gonchar,4,RUS,N,35,211,74,2,6750000,70,40,77,92,80,95,91,40,89,78,82,89,84,75
Bryan Allen,4,CAN,N,29,191,72,1,3000000,94,48,98,83,70,87,67,40,68,62,83,74,76,50
Nicklas Lidstrom,4,SWE,N,39,189,73,2,9250000,57,40,86,96,69,93,92,40,90,78,90,99,99,1
Wayne Simmonds,3,CAN,Y,21,181,74,2,850000,83,58,66,76,61,82,62,42,65,64,70,47,47,40
Ruslan Fedotenko,2,UKR,N,30,195,74,3,2250000,81,46,70,79,72,79,79,42,76,72,66,75,66,15
Andrew Brunette,2,CAN,N,36,210,73,1,3000000,52,40,85,79,80,84,76,41,75,74,56,82,84,55
Vaclav Prospal,1,CZE,N,34,198,74,2,2000000,81,40,76,82,74,88,74,74,74,70,63,87,73,60
Tom Kostopoulos,3,CAN,N,30,201,72,1,750000,91,78,56,73,75,79,63,41,65,64,73,71,69,30
Oskar Osala,2,FIN,Y,22,217,76,2,850000,50,40,79,68,83,72,60,40,58,59,54,47,47,5
Martin Havlat,3,CZE,N,28,217,74,2,5650000,51,40,82,94,83,85,92,41,88,83,65,77,65,55
Manny Malhotra,1,CAN,N,29,217,74,1,1300000,69,41,82,77,83,87,71,94,72,67,80,69,64,35
Mike Commodore,4,CAN,N,29,228,77,3,3550000,94,53,69,72,89,89,72,40,73,67,85,68,72,40
Trevor Smith,1,CAN,Y,24,195,73,1,500000,73,40,84,71,72,78,63,50,62,64,56,47,47,30
Mike Ribeiro,1,CAN,N,29,178,72,4,5320000,79,40,81,95,58,94,85,72,87,76,63,75,73,35
Ben Guite,1,CAN,N,31,211,73,3,750000,86,40,72,72,80,76,63,80,64,64,74,71,65,90
Keith Tkachuk,2,USA,N,37,232,74,3,8000000,81,44,74,75,91,82,76,81,74,76,65,92,86,70
Kyle Greentree,2,CAN,Y,26,215,75,2,900000,56,42,79,69,82,73,64,40,64,64,65,60,56,50
Brett Sterling,2,USA,N,25,185,67,1,585000,60,46,67,72,65,68,62,40,62,62,55,64,72,70
Fedor Tyutin,4,RUS,N,26,216,75,2,2200000,75,42,74,73,83,93,80,40,79,72,78,72,66,55
John Scott,4,CAN,Y,27,258,80,3,500000,65,64,57,59,99,64,60,40,62,59,55,47,47,25
Drew Doughty,4,CAN,Y,20,203,73,2,875000,72,40,80,79,76,91,69,40,72,67,73,47,47,95
Marek Zidlicky,4,CZE,N,32,190,71,3,3850000,70,41,74,79,70,85,82,40,82,74,69,84,67,5
Daniel Sedin,2,SWE,N,29,185,73,4,6750000,51,40,80,92,65,90,91,42,88,84,62,84,73,25
Chris Campoli,4,CAN,N,25,190,72,3,1500000,71,43,75,78,70,79,79,40,77,72,66,61,62,45
Thomas Pock,4,AUT,N,27,210,73,2,750000,67,44,72,62,80,70,60,40,61,60,58,71,68,1
George Parros,2,USA,N,30,231,77,2,975000,74,99,41,66,90,63,61,40,62,62,63,67,75,25
Patrick Rissmiller,3,USA,N,31,220,76,3,500000,76,40,82,67,85,64,63,52,65,60,68,66,62,35
Todd Marchant,1,USA,N,35,182,70,1,3500000,71,40,75,77,62,79,62,77,65,63,79,82,72,25
Brian Pothier,4,USA,N,32,200,72,3,3000000,70,40,80,67,75,76,74,40,69,67,65,71,70,1
Andre Roy,3,USA,N,34,229,76,1,750000,69,99,40,65,89,59,60,40,58,62,59,69,62,20
Ryan Jones,3,CAN,Y,25,206,73,2,600000,78,40,75,71,78,75,66,41,68,66,57,47,47,40
Milan Hejduk,3,CZE,N,33,190,72,4,7500000,54,40,85,87,70,92,79,57,78,78,67,87,74,25
Wade Brookbank,2,CAN,N,31,225,76,1,650000,57,83,49,62,87,58,60,40,58,61,58,69,72,55
Johnny Boychuk,4,CAN,N,26,215,74,2,500000,73,42,79,68,82,74,63,40,65,60,58,47,47,30
Shane O'Brien,4,CAN,N,25,224,75,2,950000,71,78,39,64,87,76,60,40,65,59,70,67,65,60
Henrik Sedin,1,SWE,N,29,190,74,4,6750000,51,40,77,92,70,91,89,80,90,77,62,84,72,35
Stephane Yelle,1,CAN,N,34,182,74,4,2050000,78,40,76,75,62,79,65,81,66,64,79,84,83,75
Toby Petersen,2,USA,N,30,197,70,3,700000,67,40,79,70,73,75,60,66,63,62,71,73,65,50
Brian Rolston,3,USA,N,36,214,74,2,3500000,58,40,80,76,82,81,72,60,72,70,64,90,93,50
Joni Pitkanen,4,FIN,N,26,200,75,1,1794000,66,40,78,78,75,89,82,40,81,72,81,74,67,65
Kimmo Timonen,4,FIN,N,34,194,70,1,3600000,64,40,80,87,72,91,83,40,85,68,88,96,75,1
Andre Deveaux,3,BHS,Y,25,220,75,2,500000,91,99,32,67,85,67,60,46,61,59,54,47,47,35
Brad Lukowich,4,CAN,N,33,200,73,4,1500000,90,40,85,66,75,74,60,40,65,59,77,78,69,15
Shane Doan,2,CAN,N,32,224,73,3,6500000,92,45,76,85,87,93,87,58,84,83,72,84,93,70
Teddy Purcell,3,CAN,N,24,195,75,2,1600000,63,40,83,77,72,68,66,42,65,64,57,42,45,30
David Krejci,1,CZE,N,23,177,72,1,525000,68,40,83,90,57,86,88,79,87,76,75,68,58,45
Vincent Lecavalier,1,CAN,N,29,219,76,3,8350000,79,45,80,87,84,91,86,82,86,86,67,75,87,75
Kristian Huselius,2,SWE,N,31,179,73,1,2700000,52,40,77,91,59,81,82,42,81,76,62,81,71,20
Jussi Jokinen,1,FIN,N,26,190,71,2,1800000,55,40,81,78,70,83,67,79,69,65,69,76,65,85
Matt Pettinger,3,CAN,N,29,205,73,2,1150000,68,48,89,61,77,68,58,41,61,63,68,72,65,30
Ryan Whitney,4,USA,N,26,219,76,1,3400000,61,41,82,79,84,91,80,40,82,67,70,68,62,1
Jonas Junland,4,SWE,N,22,198,74,2,650000,65,40,80,61,74,74,68,40,63,60,56,47,47,65
David Clarkson,3,CAN,N,25,200,73,1,1000000,83,98,44,73,75,79,69,41,67,67,58,63,71,10
Jeff Carter,1,CAN,N,24,200,75,3,2900000,58,40,77,91,75,94,90,78,85,92,77,71,70,40
Martin Erat,3,CZE,N,28,203,72,2,3500000,56,40,76,84,76,83,78,44,79,72,64,75,74,45
Michael Nylander,1,SWE,N,37,195,73,2,4000000,51,50,75,77,72,79,69,56,71,67,68,99,88,1
Rob Scuderi,4,USA,N,30,218,72,1,600000,61,40,85,69,84,81,63,40,68,61,89,69,65,40
Marc-Édouard Vlasic,4,CAN,N,22,200,73,4,3400000,59,40,84,76,75,93,79,40,80,67,85,62,60,50
Jay Pandolfo,2,USA,N,35,190,73,1,1250000,59,40,81,73,70,82,63,41,63,63,76,84,77,60
Ladislav Smid,4,CZE,N,23,226,75,1,850000,81,52,65,64,88,70,60,40,66,59,67,68,59,75
Zenon Konopka,1,CAN,N,28,213,73,2,550000,65,86,31,67,81,69,63,56,65,60,50,68,61,40
Rostislav Olesz,2,CZE,N,23,247,76,2,1800000,71,40,80,75,98,79,66,41,66,65,73,70,61,50
Martin St. Louis,3,CAN,N,34,177,69,1,7800000,51,40,91,97,57,95,87,41,86,82,72,78,95,55
Tomas Plekanec,1,CZE,N,26,197,71,3,3200000,58,40,76,86,73,87,72,81,70,71,73,75,65,40
Jay Bouwmeester,4,CAN,N,26,207,72,1,3850000,78,40,80,85,78,99,81,40,80,74,84,70,90,50
Francois Beauchemin,4,CAN,N,29,207,72,2,1800000,76,41,82,78,78,94,68,40,68,67,79,74,68,30
Robert Lang,1,CZE,N,38,217,75,2,3750000,53,40,75,80,83,84,76,81,77,71,66,91,89,50
Pierre-Marc Bouchard,2,CAN,N,25,173,70,2,2400000,50,41,84,86,53,82,76,41,77,71,60,71,74,40
Guillaume Latendresse,2,CAN,N,22,230,74,1,700000,94,45,68,74,90,77,72,40,71,72,58,62,58,30
Joe Corvo,4,USA,N,33,204,72,1,3000000,56,40,90,78,77,95,81,40,79,73,74,72,66,10
Brian Willsie,3,CAN,N,31,202,73,1,550000,65,40,73,71,76,78,60,47,62,61,68,75,71,55
Kurtis McLean,3,CAN,N,29,190,72,2,550000,61,40,80,74,70,66,63,40,65,60,57,47,47,40
Mark Parrish,3,USA,N,32,199,71,1,2400000,59,40,76,71,74,73,65,41,65,67,60,78,67,55
Jean-Pierre Dumont,3,CAN,N,31,219,73,3,4250000,54,40,84,82,84,87,79,40,82,72,58,79,81,55
Phil Kessel,3,USA,N,21,180,72,2,3500000,50,40,85,94,60,79,85,63,79,87,66,63,65,30
Eric Nystrom,2,USA,N,26,193,73,1,600000,70,86,55,69,71,73,61,42,62,61,69,67,67,45
Gregory Campbell,1,CAN,N,26,194,72,1,800000,95,62,69,82,40,84,70,79,70,68,77,65,71,40
Aaron Voros,2,CAN,N,28,215,75,1,600000,91,99,41,71,82,77,65,41,66,66,49,63,73,20
DJ King,2,CAN,N,25,225,75,1,550000,86,80,25,60,82,70,55,54,53,39,60,46,50,77
Tomas Kaberle,4,CZE,N,31,198,73,1,3500000,56,40,91,79,74,89,80,40,82,70,69,83,81,35
Jason Blake,2,USA,N,36,180,70,1,2750000,59,40,79,90,60,87,83,53,82,75,70,78,75,50
Pascal Dupuis,3,CAN,N,30,205,73,3,1500000,69,40,76,79,77,73,69,41,69,68,74,73,64,1
Eric Brewer,4,CAN,N,30,222,75,2,3850000,79,42,80,75,86,95,63,40,68,62,78,78,87,40
Tim Jackman,3,USA,N,27,210,76,3,700000,91,99,41,71,80,78,60,42,62,62,67,65,73,50
Chris Durno,1,CAN,N,29,205,76,2,550000,78,58,79,66,77,67,60,40,58,59,52,47,47,55
Owen Nolan,3,IRL,N,37,214,73,2,4000000,58,49,80,81,82,75,76,67,73,74,64,92,95,50
Olli Jokinen,1,FIN,N,30,215,75,2,6500000,69,45,71,82,82,88,81,69,78,81,61,85,98,55
Ryane Clowe,3,CAN,N,26,225,74,2,3250000,89,60,75,79,87,86,76,52,77,76,62,67,60,20
Tim Connolly,1,USA,N,27,190,73,4,3500000,53,40,80,92,70,87,84,66,87,77,70,68,65,30
Enver Lisin,2,RUS,N,23,190,74,2,800000,61,40,72,67,70,63,64,41,64,65,56,65,58,30
Michal Rozsival,4,CZE,N,31,205,74,1,2500000,74,40,80,78,77,86,78,40,78,71,78,74,69,65
Jere Lehtinen,3,FIN,N,36,192,72,3,7100000,56,40,86,84,71,85,73,41,73,69,76,99,85,35
Shea Weber,4,CAN,N,23,230,76,3,4750000,93,54,74,75,90,91,89,40,85,80,71,68,70,45
Zbynek Michalek,4,CZE,N,26,210,74,1,1600000,64,40,87,71,80,91,75,40,75,69,81,68,60,75
Evgeni Malkin,1,RUS,N,23,195,75,4,8500000,70,40,78,99,72,97,99,61,99,90,65,70,72,1
Marcel Goc,1,DEU,N,26,200,73,1,800000,81,40,78,73,75,74,60,86,63,61,70,80,62,60
Kyle Cumiskey,4,CAN,N,23,185,70,3,650000,58,40,78,69,65,68,60,40,60,58,55,62,58,50
Rod Brind'Amour,1,CAN,N,38,205,73,2,4150000,69,40,80,82,77,88,76,98,77,71,71,91,99,50
Milan Michalek,2,CZE,N,24,225,74,2,3750000,74,40,76,80,87,85,82,41,80,75,75,71,60,50
Dan Boyle,4,CAN,N,33,190,71,5,6750000,58,41,81,85,70,89,88,40,88,76,77,77,79,50
Derek Boogaard,2,CAN,N,27,257,80,3,700000,75,99,44,64,99,54,60,40,61,59,61,67,71,45
Jarkko Ruutu,3,FIN,N,34,207,73,1,650000,89,60,46,73,78,78,67,41,66,63,72,87,75,50
Kevin Westgarth,3,CAN,Y,25,241,77,3,500000,62,67,59,65,95,65,60,40,58,59,56,47,47,5
Andrew Cogliano,2,CAN,N,22,184,70,1,850000,59,40,79,94,64,81,69,68,70,69,68,61,61,50
Josh Langfeld,3,USA,N,32,215,75,3,675000,71,60,64,62,82,69,63,50,56,66,52,70,66,20
Ian White,4,CAN,N,25,185,70,3,1500000,81,48,78,77,65,89,73,40,74,70,79,66,64,40
Carlo Colaiacovo,4,CAN,N,26,200,73,2,1500000,66,42,80,76,75,78,81,40,81,67,67,67,64,50
Keith Ballard,4,USA,N,27,178,73,1,2800000,91,52,76,80,58,90,75,40,77,69,83,64,65,55
Ryan Malone,2,USA,N,29,224,76,3,2500000,94,64,60,78,87,80,78,44,75,79,74,69,79,40
Garth Murray,2,CAN,N,27,210,74,3,750000,76,78,54,69,80,73,60,50,58,59,59,43,47,90
Greg DeVries,4,CAN,N,36,205,74,2,1100000,63,56,71,65,77,74,60,40,62,60,72,75,76,1
David Schlemko,4,CAN,N,22,195,73,2,550000,70,40,88,62,72,72,62,40,62,59,57,47,47,50
Donald MacLean,1,CAN,N,32,199,74,3,550000,50,40,70,60,69,64,62,62,61,57,59,48,51,28
Alexandre Burrows,3,CAN,N,28,190,73,4,2250000,64,59,51,83,70,86,77,54,74,78,82,70,69,60
Davis Drewiske,4,USA,Y,25,210,73,2,550000,57,49,67,67,80,80,60,40,66,59,67,47,47,35
Dustin Penner,2,CAN,N,27,245,76,3,3000000,70,50,73,71,97,83,68,67,69,68,62,63,64,50
Andrew Ebbett,2,CAN,Y,27,175,69,2,950000,59,40,74,84,55,82,73,76,75,64,63,52,50,50
RJ Umberger,1,USA,N,27,215,74,3,3100000,73,47,76,79,82,90,76,67,73,76,70,70,68,50
Steve Ott,2,CAN,N,26,193,72,3,1800000,99,65,48,85,71,81,79,71,78,76,73,72,74,50
Ville Leino,1,FIN,N,26,182,72,1,1300000,57,40,83,71,62,75,67,41,67,67,61,47,47,50
Matt Smaby,4,USA,Y,24,222,77,2,700000,96,42,65,69,86,77,60,40,64,59,70,58,58,60
Ryan Craig,1,CAN,N,27,212,74,2,999999,72,40,61,70,81,71,60,64,62,61,65,55,55,40
Matthew Lombardi,1,CAN,N,27,198,72,4,3000000,58,40,76,84,74,86,78,80,79,71,76,73,67,35
Brad Boyes,3,CAN,N,27,195,72,1,1650000,57,40,83,89,72,91,86,66,83,84,58,72,83,50
Andrej Meszaros,4,SVK,N,24,218,74,2,2900000,76,41,80,72,84,93,69,40,73,64,79,69,63,70
Nathan Horton,3,CAN,N,23,208,73,1,1600000,79,42,75,82,79,84,78,62,76,77,63,61,61,25
Brendan Shanahan,2,CAN,N,40,220,75,2,3500000,56,46,67,76,85,78,69,45,69,68,65,99,99,50
Brad Winchester,2,USA,N,28,228,77,2,800000,90,77,55,72,89,79,66,41,66,68,57,67,67,60
Darcy Tucker,2,CAN,N,34,178,70,2,3850000,83,57,62,78,58,73,61,42,63,64,61,81,84,30
Matthew Greene,4,USA,N,26,234,76,3,2000000,94,72,61,69,92,84,60,40,65,61,79,47,49,50
Kim Johnsson,4,SWE,N,33,193,73,2,4500000,55,40,83,76,71,95,70,40,73,64,83,84,68,1
Andy Wozniewski,4,USA,N,29,225,77,2,500000,70,41,79,56,87,63,46,40,51,55,66,61,60,20
Garnet Exelby,4,CAN,N,28,215,73,2,850000,95,60,49,66,82,75,60,40,65,59,76,67,68,30
Nik Antropov,3,KAZ,N,29,230,78,2,1300000,78,40,82,78,90,87,81,53,78,79,67,76,63,45
Stephen Weiss,1,CAN,N,26,208,74,2,2875000,54,40,84,88,79,86,83,83,84,72,72,67,74,35
Niklas Hjalmarsson,4,SWE,Y,21,200,74,2,500000,59,43,84,64,75,74,63,40,65,63,66,60,56,15
Raffi Torres,2,CAN,N,27,223,72,1,1400000,80,48,75,69,86,69,69,42,68,69,57,68,65,75
Jarret Stoll,1,CAN,N,27,214,72,3,2800000,91,40,71,79,82,85,73,92,73,71,73,70,75,35
Georges Laraque,3,CAN,N,33,253,75,1,2000000,76,99,41,67,99,55,60,40,61,59,52,81,78,60
Evgeny Artyukhin,3,RUS,N,26,254,77,2,775000,99,76,43,70,99,74,60,40,63,62,63,76,65,70
Matt Niskanen,4,USA,N,23,194,72,1,765000,72,44,76,74,72,80,78,40,79,69,71,59,57,75
Barry Tallackson,3,USA,Y,26,215,77,2,863155,75,40,79,64,82,61,60,40,58,59,53,63,60,60
Alex Tanguay,3,CAN,N,30,189,73,1,4140000,68,40,75,87,69,79,84,41,82,78,63,79,69,55
Ryan Kesler,1,USA,N,24,205,74,1,2000000,66,53,74,84,77,91,80,84,78,77,81,63,62,50
Todd Bertuzzi,2,CAN,N,34,231,75,2,5750000,67,51,66,78,90,85,73,46,76,70,57,80,71,40
Patrick Sharp,3,CAN,N,27,197,73,1,1000000,59,43,76,84,73,84,81,72,77,84,68,66,74,35
Peter Regin,1,DEN,N,24,198,74,2,775000,65,40,77,72,74,65,63,68,63,62,58,47,47,35
Niklas Kronwall,4,SWE,N,28,189,72,4,3750000,74,40,82,87,69,87,87,40,88,72,83,78,76,35
Alexandre R. Picard,4,CAN,N,24,214,74,2,800000,80,50,86,60,85,85,61,25,65,70,73,65,61,65
Ryan Carter,1,USA,N,26,202,74,1,475000,78,66,57,69,76,71,60,78,63,61,61,59,57,40
Jerred Smithson,1,CAN,N,30,204,75,3,1000000,85,43,72,73,77,82,60,81,62,61,76,76,65,50
John Madden,1,CAN,N,36,190,71,2,3500000,64,40,82,78,70,81,63,85,66,64,79,81,88,25
Rick Rypien,2,CAN,Y,24,170,71,1,500000,87,99,46,73,50,69,63,64,59,69,57,66,67,25
Mike Iggulden,1,CAN,N,27,215,75,1,750000,73,40,88,70,82,75,64,48,65,62,53,60,59,60
Mattias Ohlund,4,SWE,N,34,220,75,1,5600000,77,48,68,68,85,88,70,40,72,67,83,88,91,25
Max Pacioretty,2,USA,Y,21,203,73,2,800000,73,43,69,72,76,75,62,40,66,60,55,47,47,70
Clay Wilson,4,USA,N,27,195,72,1,550000,63,40,90,67,72,74,60,40,63,59,56,61,59,25
Karlis Skrastins,4,LVA,N,35,188,69,2,2000000,56,40,87,72,68,83,65,40,69,64,85,67,67,1
David Brine,1,CAN,N,25,201,73,1,500000,91,40,81,59,75,65,56,46,57,54,52,61,57,60
Greg Zanon,4,CAN,N,29,201,71,1,600000,88,40,85,70,75,86,60,40,63,62,89,70,69,25
Sergei Kostitsyn,3,RUS,N,22,190,72,1,750000,61,42,71,83,70,72,66,41,66,64,63,65,58,5
Byron Bitz,3,CAN,N,25,215,78,2,600000,73,52,66,67,82,68,54,44,60,53,57,47,47,55
Steve Wagner,4,USA,Y,25,200,74,1,500000,72,40,73,63,75,77,61,40,64,64,57,58,60,25
Jay Beagle,1,CAN,Y,24,207,75,2,825000,84,40,66,67,78,69,60,46,58,59,51,47,47,25
Cory Murphy,4,CAN,N,31,185,70,1,1500000,54,40,80,74,65,76,77,40,77,71,57,65,65,5
Jason Williams,3,CAN,N,29,185,71,3,2500000,57,40,83,82,65,83,76,63,75,71,58,77,68,1
Jonathan Cheechoo,2,CAN,N,29,200,73,3,3500000,83,42,71,77,75,75,69,40,70,68,65,71,77,30
Brian Campbell,4,CAN,N,30,188,72,5,7100000,54,40,89,98,68,90,88,40,88,72,70,78,84,20
Tim Stapleton,3,USA,N,27,160,69,2,1000000,56,40,89,79,40,83,60,40,58,68,55,47,47,55
Andrew Alberts,4,USA,N,28,218,77,3,1700000,90,53,74,65,84,77,60,40,65,60,79,66,67,30
Antoine Vermette,1,CAN,N,27,197,73,3,3500000,70,40,76,82,73,89,72,92,73,70,75,73,64,30
Martins Karsums,3,LVA,Y,24,198,70,2,650000,90,40,79,71,74,77,63,40,66,62,55,47,47,30
David Legwand,1,USA,N,29,202,74,5,6000000,53,40,80,83,76,89,72,76,72,72,72,76,68,1
Filip Kuba,4,CZE,N,33,226,76,3,4150000,58,40,86,74,88,88,81,40,84,67,79,75,67,5
Mike Grier,3,USA,N,34,225,73,1,3000000,93,45,81,85,87,79,66,44,67,66,77,76,80,65
Kris Draper,1,CAN,N,38,188,70,1,3250000,77,40,74,77,68,76,65,97,65,64,76,99,94,55
Pavol Demitra,3,SVK,N,34,200,72,1,5250000,53,40,83,84,75,81,83,74,81,77,65,90,84,35
Chris Phillips,4,CAN,N,32,217,75,2,6500000,78,40,78,76,83,88,67,40,70,66,81,84,86,40
Brad Richards,1,CAN,N,29,192,72,4,8000000,51,41,92,91,71,87,81,81,82,75,69,76,98,40
Tobias Enstrom,4,SWE,N,24,180,70,1,615000,53,40,81,79,60,93,77,40,78,68,85,70,66,45
Rostislav Klesla,4,CZE,N,27,220,75,1,1800000,85,47,71,70,85,76,71,40,73,64,82,71,73,75
Hal Gill,4,USA,N,34,250,79,1,1300000,75,43,72,67,99,76,60,40,65,61,82,81,67,1
Adam Foote,4,CAN,N,38,220,74,1,4383480,76,41,75,69,85,78,60,40,65,61,79,90,77,1
