InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
114,460,Parker Gahagen,https://www.eliteprospects.com/player/149171/parker-gahagen,0,USA,1993-05-17,29,194,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8480481,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,48,60,76,70,65,70,74,70,70,30,44,44,66,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,461,Filip Gustavsson,https://www.tsn.ca/nhl/player-bio/filip-gustavsson,6,SWE,1998-06-07,23,184,74,2,True,False,False,False,False,True,True,False,False,False,0,910833,910833,910833,0,0,0,0,0,0,0,0,,2,100,0,8479406,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,58,58,73,72,60,63,52,61,60,58,30,44,44,58,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,462,Mason McDonald,https://www.tsn.ca/nhl/player-bio/mason-mcdonald,1,NS,1996-04-23,26,200,76,3,True,False,False,False,False,True,True,False,False,False,0,894167,894167,894167,894167,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,45,47,59,83,43,44,50,52,46,47,30,44,44,47,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,543,Olivier Rodrigue,https://www.eliteprospects.com/player/354121/olivier-rodrigue,0,QUE,2000-07-06,21,170,73,3,True,False,False,False,False,True,True,False,False,False,0,795000,795000,795000,795000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,57,71,63,48,54,50,55,53,52,30,44,44,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,463,Matej Machovsky,https://www.tsn.ca/nhl/player-bio/matej-machovsky,0,CZE,1993-07-25,28,191,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,47,59,74,60,57,60,64,60,60,30,44,44,58,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,544,Dereck Baribeau,https://www.tsn.ca/nhl/player-bio/dereck-baribeau,0,QUE,1999-01-21,23,203,78,3,True,False,False,False,False,True,True,False,False,False,0,733333,733333,733333,733333,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,51,64,86,62,59,57,64,60,59,30,44,44,59,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,119,Devan Dubnyk,http://www.tsn.ca/nhl/player-bio/devan-dubnyk,21,SKW,1986-05-03,36,224,78,2,False,False,False,False,True,True,True,False,False,False,0,2000000,2000000,2000000,0,0,0,0,0,0,0,0,,11,100,0,8471227,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,57,61,63,92,61,54,62,58,62,57,71,73,73,60,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,545,Joel Hofer,https://www.tsn.ca/nhl/player-bio/joel-hofer/log,0,CAN,2000-07-30,21,160,75,3,True,False,False,False,False,True,True,False,False,False,0,795000,795000,795000,795000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,52,61,76,66,49,61,50,56,58,56,30,44,44,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,473,Cam Johnson,https://www.tsn.ca/nhl/player-bio/cameron-johnson-309001,0,USA,1994-07-11,27,205,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,48,59,74,76,43,49,50,54,48,48,30,44,44,50,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,474,Carter Hart,https://www.tsn.ca/nhl/player-bio/carter-hart,16,AB,1998-08-12,23,181,74,1,False,False,False,False,False,True,True,False,False,False,0,863333,863333,0,0,0,0,0,0,0,0,0,,0,100,0,8479394,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,65,75,72,69,66,64,60,67,68,65,85,56,57,53,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,123,James Reimer,http://www.tsn.ca/nhl/player-bio/james-reimer,14,MB,1988-03-15,34,220,74,3,False,False,False,False,True,True,True,False,False,False,0,2800000,2800000,2800000,2800000,0,0,0,0,0,0,0,,39,100,0,8473503,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,73,60,62,82,78,68,72,73,79,73,79,68,69,70,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,475,Charles Williams,https://www.eliteprospects.com/player/45679/charles-williams,19,USA,1992-03-12,30,194,70,1,False,False,False,False,False,True,True,False,False,False,0,800000,800000,0,0,0,0,0,0,0,0,0,,7,100,0,,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,67,54,68,66,70,66,72,76,71,71,30,44,44,68,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,476,Colton Phinney,https://www.eliteprospects.com/player/180926/colton-phinney,0,USA,1993-06-17,28,174,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,41,47,59,65,40,42,40,45,40,40,30,44,44,42,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,477,Colton Point,https://www.tsn.ca/nhl/player-bio/colton-point,7,ONT,1998-03-04,24,230,77,2,True,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,8479589,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,50,53,66,95,49,50,50,55,49,49,30,44,44,51,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,478,Connor LaCouvee,https://www.eliteprospects.com/player/84730/connor-lacouvee,0,BC,1994-05-24,28,201,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,51,56,70,75,49,51,50,56,49,49,30,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,479,Devin Williams,https://www.eliteprospects.com/player/145969/devin-williams,0,USA,1995-10-30,26,174,72,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,52,65,62,70,66,72,76,71,71,30,44,44,68,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,480,Dylan Wells,https://www.eliteprospects.com/player/239801/dylan-wells,28,ONT,1998-01-03,24,185,73,1,False,False,False,False,False,True,True,False,False,False,0,910833,910833,0,0,0,0,0,0,0,0,0,,0,100,0,8479380,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,45,44,55,70,44,44,50,52,46,47,30,44,44,47,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,481,Etienne Marcoux,https://www.eliteprospects.com/player/45170/etienne-marcoux,0,QUE,1993-09-29,28,168,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,46,53,66,60,42,54,50,53,54,53,30,44,44,50,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,482,Evan Cormier,https://www.tsn.ca/nhl/player-bio/evan-cormier,5,ONT,1997-11-06,24,200,75,3,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,8479331,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,49,53,66,80,47,49,50,54,48,48,30,44,44,50,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,483,Evan Fitzpatrick,https://www.tsn.ca/nhl/player-bio/evan-fitzpatrick,11,NFL,1998-01-27,24,206,75,2,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,57,100,0,,0,0,0,False,31,3,3,3,3,3,3,3,3,3,3,65,44,55,82,70,64,72,74,71,71,30,44,44,66,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,484,Ilya Samsonov,https://www.tsn.ca/nhl/player-bio/ilya-samsonov,4,USA,1997-02-21,25,200,75,2,True,False,False,False,False,True,True,False,False,False,0,925000,1475000,1475000,0,0,0,0,0,0,0,0,,29,100,0,8478492,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,70,61,59,80,75,64,73,70,75,70,75,48,48,65,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,485,Jake Oettinger,https://www.eliteprospects.com/player/247982/jake-oettinger,13,USA,1998-12-18,23,225,77,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8479979,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,73,70,66,92,76,71,81,70,81,74,45,46,47,74,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,486,Jeremy Helvig,https://www.tsn.ca/nhl/player-bio/jeremy-helvig,2,ONT,1997-05-24,25,188,76,2,True,False,False,False,False,True,True,False,False,False,0,785000,785000,785000,0,0,0,0,0,0,0,0,,0,100,0,8479532,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,61,52,65,79,65,62,58,65,62,61,30,44,44,61,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,487,Joey Daccord,https://www.tsn.ca/nhl/player-bio/joey-daccord-352362,0,USA,1996-08-19,25,197,74,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8478916,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,46,55,69,77,42,45,50,53,45,46,30,44,44,48,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,488,Josef Korenar,https://www.tsn.ca/nhl/player-bio/josef-korenar,14,CZE,1998-01-31,24,185,73,1,True,False,False,False,False,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,0,100,0,8480373,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,56,59,57,70,60,51,62,57,64,56,75,44,44,58,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,489,Kaapo Kahkonen,https://www.tsn.ca/nhl/player-bio/kaapo-kahkonen,23,FIN,1996-08-16,25,215,74,2,False,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,8478039,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,64,67,64,81,68,59,65,64,69,64,75,46,46,65,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,490,Kaden Fulcher,https://www.tsn.ca/nhl/player-bio/kaden-fulcher,7,ONT,1998-09-23,23,201,75,1,True,False,False,False,False,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,52,43,54,80,55,58,52,57,60,58,30,44,44,54,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,491,Kevin Lankinen,https://www.tsn.ca/nhl/player-bio/kevin-lankinen,32,FIN,1995-04-28,27,185,74,1,True,False,False,False,False,True,True,False,False,False,0,800000,800000,0,0,0,0,0,0,0,0,0,,41,98,0,8480947,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,77,67,64,73,82,71,60,76,79,76,75,47,47,73,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,492,Max Lagace,https://www.tsn.ca/nhl/player-bio/maxime-lagace,13,QUE,1993-01-11,29,190,74,2,False,False,False,False,False,True,True,False,False,False,0,1250000,1250000,1250000,0,0,0,0,0,0,0,0,,17,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,60,58,73,75,60,63,62,67,64,63,30,44,44,59,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,493,Merrick Madsen,https://www.eliteprospects.com/player/205590/merrick-madsen,8,USA,1995-08-22,26,176,77,3,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,4,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,49,51,64,76,47,58,54,57,60,59,30,44,44,54,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,494,Mikhail Berdin,https://www.tsn.ca/nhl/player-bio/mikhail-berdin,16,RUS,1998-02-28,24,163,74,2,False,False,False,False,False,True,True,False,False,False,0,758333,758333,758333,0,0,0,0,0,0,0,0,,0,100,0,8479574,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,54,73,91,63,49,55,51,59,50,50,30,44,44,55,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,495,Mikko Koskinen,https://www.tsn.ca/nhl/player-bio/mikko-koskinen,22,FIN,1988-07-17,33,202,79,5,False,False,False,False,False,True,True,False,False,False,0,4500000,4500000,4500000,4500000,4500000,4500000,0,0,0,0,0,,19,100,0,8475156,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,70,73,71,87,72,68,70,69,75,70,65,58,59,62,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,496,Mitch Gillam,https://www.eliteprospects.com/player/145561/mitch-gillam,0,ONT,1992-09-24,29,174,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,53,66,62,70,66,72,76,71,71,30,44,44,68,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,498,Pavel Francouz,https://www.tsn.ca/nhl/player-bio/pavel-francouz,3,CZE,1990-06-02,32,172,72,2,False,False,False,False,False,True,True,False,False,False,0,1100000,1100000,1100000,0,0,0,0,0,0,0,0,,4,98,0,8480925,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,80,76,72,61,81,79,90,80,89,81,75,47,47,81,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,499,Shane Starrett,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=170346,0,USA,1994-07-12,27,195,77,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8480101,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,45,56,84,41,42,50,51,45,46,30,44,44,46,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,500,Stuart Skinner,https://www.tsn.ca/nhl/player-bio/stuart-skinner,26,AB,1998-11-01,23,206,76,3,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,3,98,0,8479973,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,64,75,94,84,62,67,61,70,64,63,30,44,44,65,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,511,Michael DiPietro,https://www.tsn.ca/nhl/player-bio/michael-dipietro,0,ONT,1999-06-08,22,200,72,2,True,False,False,False,False,True,True,False,False,False,0,811667,811667,811667,0,0,0,0,0,0,0,0,,0,100,0,8480022,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,60,53,66,73,63,61,57,64,61,60,30,44,44,60,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,546,Tyler Wall,https://www.eliteprospects.com/player/253962/tyler-wall,22,ONT,1998-01-14,24,214,75,3,True,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,925000,0,0,0,0,0,0,0,,2,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,46,54,68,84,42,45,50,53,45,46,30,44,44,48,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,514,Joseph Woll,https://www.tsn.ca/nhl/player-bio/joseph-woll,17,USA,1998-07-12,23,203,76,2,True,False,False,False,False,True,True,False,False,False,0,800000,800000,800000,0,0,0,0,0,0,0,0,,0,100,0,8479361,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,51,56,70,83,49,54,50,56,52,52,30,44,44,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,515,Artyom Zagidulin,https://www.tsn.ca/nhl/player-bio/artyom-zagidulin,0,RUS,1995-08-07,26,180,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8481501,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,52,65,70,60,58,52,60,57,56,30,44,44,56,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,516,Ivan Prosvetov,https://www.tsn.ca/nhl/player-bio/ivan-prosvetov,0,RUS,1999-03-05,23,175,77,2,True,False,False,False,False,True,True,False,False,False,0,809167,809167,809167,0,0,0,0,0,0,0,0,,0,100,0,8481031,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,51,61,76,75,48,51,50,56,49,49,30,44,44,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,517,Mat Robson,https://www.eliteprospects.com/player/204278/mat-robson,0,ONT,1996-03-26,26,190,75,1,True,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8481443,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,52,58,73,78,51,55,50,57,53,52,30,44,44,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,518,Matt Villalta,https://www.tsn.ca/nhl/player-bio/matt-villalta,0,ONT,1999-06-03,23,165,75,2,True,False,False,False,False,True,True,False,False,False,0,778333,778333,778333,0,0,0,0,0,0,0,0,,0,100,0,8480191,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,58,73,67,47,52,50,55,50,50,30,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,520,Andrew Shortridge,https://www.hockeydb.com/ihdb/stats/pdisplay.php?pid=176574,0,USA,1995-04-26,27,185,76,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8481485,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,66,49,61,78,70,65,72,75,71,71,30,44,44,67,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,521,Zach Sawchenko,https://www.tsn.ca/nhl/player-bio/zachary-sawchenko,0,AB,1997-12-30,24,185,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,50,63,70,62,59,56,63,60,59,30,44,44,58,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,350,Anthony Peters,https://www.eliteprospects.com/player/14372/anthony-peters,0,ONT,1990-12-31,31,196,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,59,74,74,47,52,50,55,50,50,30,44,44,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,522,Ukko-Pekka Luukkonen,https://www.tsn.ca/nhl/player-bio/ukko-pekka-luukkonen,0,FIN,1999-03-08,23,220,76,2,True,False,False,False,False,True,True,False,False,False,0,778333,778333,778333,0,0,0,0,0,0,0,0,,0,100,0,8480045,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,59,74,88,47,50,50,55,48,48,30,44,44,51,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,523,Emil Larmi,https://www.tsn.ca/nhl/player-bio/emil-larmi,0,FIN,1996-09-27,25,185,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8481643,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,49,61,68,40,42,50,51,44,45,30,44,44,46,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,547,Kevin Mandolese,https://www.tsn.ca/nhl/player-bio/kevin-mandolese/statistics,26,QUE,2000-08-22,21,180,76,3,True,False,False,False,False,True,True,False,False,False,0,835000,835000,835000,835000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,50,54,68,75,49,50,50,55,49,49,30,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
