Name,Position,Country,Rookie,Age,Weight,Height,Contract,Salary,Stats 1,Stats 2,Stats 3,Stats 4,Stats 5,Stats 6,Stats 7,Stats 8,Stats 9,Stats 10,Stats 11,Stats 12,Stats 13,Stats 14
Rene Bourque,2,CAN,N,28,213,74,1,750000,75,49,59,82,81,85,79,41,77,80,76,66,67,35
Bobby Ryan,2,USA,Y,23,208,74,1,850000,81,40,75,83,79,83,80,60,75,85,59,65,61,35
Kamil Kreps,3,CZE,N,26,225,75,0,750000,71,41,84,73,87,78,65,84,66,63,78,68,63,50
Matt Hunwick,4,USA,N,25,190,72,2,1000000,65,40,83,78,70,80,66,40,66,63,65,67,65,10
Mike Fisher,1,CAN,N,29,213,73,6,5525000,96,55,79,82,81,85,75,87,74,76,78,75,75,75
Pavel Kubina,4,CZE,N,33,244,76,2,5250000,72,44,67,68,97,90,78,40,81,68,78,86,74,50
Freddy Meyer,4,USA,N,29,192,70,1,1000000,95,40,84,73,71,82,69,40,69,68,74,72,69,15
Bryan Little,3,CAN,N,22,185,71,1,850000,54,40,87,84,65,84,72,61,72,71,58,63,64,55
Bryce Salvador,4,CAN,N,34,220,74,2,1900000,76,57,77,69,85,80,66,40,67,65,83,84,76,40
Marian Hossa,3,SVK,N,31,210,73,3,7000000,61,42,83,90,80,84,82,41,77,86,76,91,75,30
Nigel Dawes,2,CAN,N,25,193,69,3,1000000,71,44,86,75,71,84,71,45,71,70,64,71,64,50
Jeff Woywitka,4,CAN,N,26,215,74,1,850000,60,48,79,65,82,80,66,40,68,65,67,72,71,35
Simon Gagne,2,CAN,N,30,195,72,1,4800000,50,40,74,88,72,87,79,42,79,76,71,82,84,60
Kyle Okposo,3,USA,N,22,200,73,1,850000,66,40,84,83,75,85,75,62,77,72,67,61,62,45
Jordan Leopold,4,USA,N,30,200,73,3,2800000,65,40,85,72,75,84,73,40,71,69,76,80,79,25
Ryan Johnson,1,CAN,N,33,202,73,3,900000,54,41,83,71,76,77,63,79,63,60,80,74,69,35
Scott Gomez,1,USA,N,31,200,71,1,6000000,56,40,73,88,75,93,81,82,87,69,70,81,83,25
Dominic Moore,1,CAN,N,30,188,72,1,2000000,64,47,73,83,68,86,69,89,71,64,74,69,70,50
Alexei Semenov,4,RUS,N,29,245,78,0,900000,70,60,59,63,97,73,61,40,66,61,61,74,73,1
Radek Martinek,4,CZE,N,33,203,73,1,1100000,79,40,79,69,76,83,60,40,63,66,76,76,72,70
Zdeno Chara,4,SVK,N,33,255,81,2,10000000,87,48,69,72,99,99,82,40,83,69,89,86,86,50
Tomas Kopecky,2,SVK,N,28,200,75,4,1300000,71,41,82,69,75,77,66,57,66,65,71,76,65,50
Cody McCormick,1,CAN,N,27,215,75,1,650000,91,85,45,69,82,69,61,46,62,62,62,69,63,5
Jim Vandermeer,4,CAN,N,30,211,73,1,1500000,93,60,74,66,80,74,65,40,65,65,74,73,75,40
Chris Kelly,1,CAN,N,29,198,72,4,2875000,68,40,80,75,74,85,68,77,67,68,83,75,66,72
Lukas Kaspar,3,CZE,Y,24,225,74,1,850000,74,40,72,69,87,73,64,40,64,64,60,69,60,50
Keith Aucoin,3,USA,N,32,187,69,1,550000,48,44,82,76,67,75,70,72,73,65,62,70,71,52
Patrick Eaves,3,CAN,N,25,190,71,2,1600000,90,59,82,71,70,74,67,41,63,69,78,66,69,35
Matt Moulson,2,CAN,N,26,206,73,1,850000,78,40,87,74,78,84,75,50,68,80,65,62,65,50
Curtis Glencross,2,CAN,N,28,195,73,1,850000,72,53,77,78,72,78,74,52,73,71,75,64,61,35
Brian Rafalski,4,USA,N,37,191,70,2,5850000,55,40,87,86,68,90,83,40,83,71,79,93,88,35
Willie Mitchell,4,CAN,N,33,210,75,1,3500000,63,58,76,70,80,91,67,40,68,63,90,74,69,50
Patrick OSullivan,1,CAN,N,24,190,71,2,2700000,54,40,82,84,70,91,69,56,72,67,63,74,70,30
Wojtek Wolski,2,POL,N,24,210,75,1,1800000,53,40,86,81,80,85,79,62,81,75,70,67,66,1
Anze Kopitar,1,SVN,N,23,219,75,5,6750001,70,40,90,86,84,93,84,86,85,82,73,69,69,50
Ales Hemsky,3,CZE,N,27,192,72,2,5750000,51,40,85,90,71,84,85,40,85,77,64,71,81,60
Mike Cammalleri,2,CAN,N,27,185,69,2,5300000,52,40,83,87,65,85,81,83,77,85,58,70,78,15
Kevin Bieksa,4,CAN,N,29,205,72,4,4200000,77,62,70,78,77,89,78,40,79,68,77,72,74,75
Ian Laperriere,3,CAN,N,37,200,73,3,1600000,78,99,78,70,75,80,64,63,66,61,83,88,91,35
Jannik Hansen,3,DNK,Y,24,201,73,1,850000,69,43,84,73,75,75,67,52,65,69,74,68,60,40
Pavel Datsyuk,1,RUS,N,32,194,71,1,6250000,71,40,87,95,72,91,88,93,88,79,86,81,83,50
Jonathan Ericsson,4,SWE,Y,26,206,76,1,850000,80,53,77,70,78,80,66,40,66,65,72,64,62,65
Sean Bergenheim,2,FIN,N,26,205,70,1,750000,87,46,73,74,77,75,67,41,67,67,73,79,62,60
Valtteri Filppula,1,FIN,N,26,193,72,3,3250000,57,40,81,86,71,83,74,83,76,71,75,74,64,35
Liam Reddox,3,CAN,Y,24,180,70,1,850000,82,40,82,73,60,73,64,43,65,62,67,63,61,45
John Zeiler,3,USA,N,27,204,72,1,850000,81,71,55,66,77,70,60,42,61,59,63,65,63,44
Denis Gauthier,4,CAN,N,34,220,74,0,2000000,87,48,55,64,85,71,60,40,61,61,64,66,68,1
Antti Miettinen,3,FIN,N,30,190,72,4,3000000,71,40,77,83,70,89,73,43,73,72,74,81,65,35
Braydon Coburn,4,CAN,N,25,220,77,1,2700000,85,44,73,72,85,93,69,40,70,66,77,75,72,55
Joffrey Lupul,3,CAN,N,26,205,73,5,3600000,73,47,71,79,77,78,74,41,71,76,63,70,66,35
Colton Orr,3,CAN,N,27,222,75,2,800000,79,99,69,66,86,67,60,41,61,60,65,72,73,40
Adrian Aucoin,4,CAN,N,37,212,74,2,2200000,74,40,74,70,81,84,74,40,76,69,77,90,77,50
Josh Hennessy,1,USA,N,25,198,74,0,666666,72,40,86,66,74,71,60,77,59,61,62,48,46,20
Jed Ortmeyer,3,USA,N,32,188,72,3,1000000,81,45,81,72,68,75,65,40,66,63,74,70,74,50
Derek Morris,4,CAN,N,32,221,72,3,4250000,66,42,83,72,85,83,73,40,76,65,80,76,81,32
Blair Betts,1,CAN,N,30,210,75,3,1900000,59,40,87,76,80,75,62,78,62,63,83,74,66,48
Sean Avery,3,CAN,N,31,195,70,2,3100000,92,70,57,79,72,84,73,44,71,67,63,73,71,70
Ryan Bayda,2,CAN,N,29,185,71,0,850000,67,40,77,70,65,75,64,42,64,63,66,70,69,40
Daniel Winnik,3,CAN,N,25,210,74,1,850000,78,42,78,73,80,79,65,50,67,62,79,60,62,45
Greg Moore,3,USA,N,26,225,73,2,600000,72,40,76,68,87,70,58,64,57,60,62,67,64,75
Colby Armstrong,2,CAN,N,28,195,74,3,2600000,67,55,77,79,72,83,69,41,67,70,78,71,75,60
Frans Nielsen,1,DNK,N,26,172,71,2,800000,55,40,89,85,52,79,71,86,73,68,74,51,51,1
David Perron,2,CAN,N,21,180,72,1,850000,68,40,71,88,60,84,73,40,73,73,61,59,62,10
Kyle Wellwood,1,CAN,N,27,180,70,0,1300000,49,40,92,79,60,76,68,89,66,70,66,69,77,20
Michael Funk,4,CAN,Y,24,199,76,1,550000,64,54,57,63,74,75,57,40,59,50,63,68,62,30
Yan Stastny,1,CAN,N,27,191,70,0,650000,81,47,72,72,70,76,64,63,65,64,68,68,62,30
Kyle Brodziak,1,CAN,N,25,209,74,1,850000,64,43,84,71,79,78,68,82,72,64,78,68,64,20
Lawrence Nycholat,4,CAN,N,31,200,72,1,775000,66,40,62,75,75,68,66,40,71,55,63,78,68,1
Daniel Girardi,4,CAN,N,26,210,74,2,2850000,92,46,81,72,80,85,70,40,72,66,78,70,64,40
Sergei Samsonov,2,RUS,N,31,188,68,3,3000000,53,40,83,84,68,85,70,40,69,70,59,83,72,95
Petr Prucha,2,CZE,N,27,175,72,2,2500000,71,48,86,80,55,82,66,58,64,68,62,74,62,35
Kirk Maltby,2,CAN,N,38,193,72,1,750000,78,40,74,68,71,73,63,60,60,61,74,89,80,35
Ryan Callahan,3,USA,N,26,188,71,5,2200000,99,57,82,83,68,85,72,41,69,73,75,65,62,1
Andy Hilbert,2,USA,N,29,194,71,1,918300,60,40,80,79,72,79,67,54,65,62,71,77,68,48
Mikhail Grabovski,1,DEU,Y,26,179,71,1,850000,53,40,83,86,59,85,72,79,76,68,63,67,60,55
Dennis Wideman,4,CAN,N,27,196,72,3,3700000,76,40,83,84,73,91,76,40,77,69,80,71,68,42
Tyson Strachan,4,CAN,Y,26,205,75,1,850000,69,50,77,63,77,77,60,40,64,59,62,51,51,50
Andrew Gordon,3,CAN,Y,25,180,71,1,850000,68,40,82,67,60,69,60,40,58,59,66,49,49,36
Zach Boychuk,2,CAN,Y,21,180,70,1,850000,63,40,88,72,60,77,62,55,66,63,55,44,44,50
Daniel Alfredsson,3,SWE,N,38,208,71,5,5500000,56,40,87,87,79,85,87,41,92,76,77,96,88,20
Robert Nilsson,3,CAN,N,25,185,71,0,1400000,55,40,86,80,65,79,70,41,71,69,58,80,63,50
Zach Parise,2,USA,N,25,190,71,3,5800000,76,40,83,93,70,90,86,60,84,88,68,72,66,65
Pierre-Luc Letourneau-Leblond,3,CAN,Y,25,210,74,1,850000,80,88,34,64,80,62,63,40,64,60,54,47,47,45
Mike Richards,1,CAN,N,25,195,71,2,2500000,87,60,74,93,72,94,79,80,77,81,82,72,83,50
Paul Ranger,4,CAN,N,25,208,75,1,3300000,74,40,69,79,79,87,68,40,68,68,77,69,65,1
Cam Barker,4,CAN,N,24,213,75,2,2800000,74,52,77,77,81,84,73,40,74,68,64,70,67,70
Nick Tarnasky,2,CAN,N,25,214,75,1,900000,94,95,77,67,82,71,63,40,62,62,61,63,67,50
Colton Gillies,2,CAN,Y,21,189,76,1,850000,72,40,74,73,69,72,60,40,62,61,63,49,49,30
John Erskine,4,CAN,N,30,216,76,2,1250000,92,63,70,66,83,80,60,40,63,61,75,73,70,50
Alexandre Bolduc,1,CAN,Y,25,178,73,1,850000,78,62,78,69,58,78,60,78,59,57,72,49,49,38
Karl Alzner,4,CAN,Y,22,206,74,1,850000,59,40,85,79,78,78,64,40,65,59,71,51,51,1
Christian Ehrhoff,4,DEU,N,28,205,74,4,4000000,63,42,78,80,77,87,81,40,81,75,77,83,67,50
Sami Salo,4,FIN,N,35,215,75,2,5000000,59,40,87,70,82,79,76,40,76,70,80,96,81,60
Eric Boulton,2,CAN,N,34,225,73,3,675000,79,92,73,67,87,72,61,50,62,60,65,79,79,70
Justin Williams,3,CAN,N,29,195,73,2,2850000,63,40,83,81,72,79,74,42,76,72,70,73,69,1
Stephane Robidas,4,CAN,N,33,190,71,5,4800000,99,47,75,78,70,91,76,40,79,70,79,87,78,40
Kevin Porter,3,USA,Y,24,195,72,1,850000,68,40,84,73,72,81,61,54,62,60,61,49,49,40
Andy Greene,4,USA,N,28,195,71,3,750000,59,40,86,77,68,88,77,40,81,67,78,63,68,30
Ben Eager,2,CAN,N,26,220,74,1,650000,69,81,69,72,85,75,66,40,67,65,71,70,65,40
Sergei Gonchar,4,RUS,N,36,211,74,1,6750000,71,45,72,90,80,95,90,40,90,75,76,93,88,65
Bryan Allen,4,CAN,N,30,191,72,4,5250000,84,68,71,78,70,85,66,40,66,64,84,78,80,50
Nicklas Lidstrom,4,SWE,N,40,189,73,1,9250000,57,40,87,86,69,93,83,40,84,72,90,99,99,59
Wayne Simmonds,3,CAN,Y,22,181,74,1,850000,83,63,65,79,72,86,72,42,72,71,78,53,53,50
Ruslan Fedotenko,2,UKR,N,31,195,74,2,2250000,83,46,78,79,72,79,70,42,71,67,63,77,68,85
Andrew Brunette,2,CAN,N,37,210,73,1,4000000,50,40,93,79,80,84,77,50,77,76,56,84,86,50
Vaclav Prospal,2,CZE,N,35,198,74,1,2000000,76,40,82,83,74,82,76,81,81,73,67,89,75,50
Tom Kostopoulos,3,CAN,N,31,201,72,2,1250000,88,81,74,73,75,79,66,41,67,64,76,73,71,40
Oskar Osala,2,FIN,Y,23,217,76,1,850000,50,40,79,68,83,72,60,40,58,59,54,49,49,30
Martin Havlat,2,CZE,N,29,217,74,1,5650000,48,40,81,94,83,85,78,41,81,75,59,79,67,60
Manny Malhotra,1,CAN,N,30,217,74,6,3850000,66,40,81,78,83,87,71,99,71,71,84,71,66,1
Mike Commodore,4,CAN,N,30,228,77,2,3550000,92,53,71,72,89,89,68,40,68,63,81,72,76,35
Trevor Smith,2,CAN,Y,25,195,73,3,600000,73,40,84,71,72,78,63,50,62,64,56,49,49,50
Mike Ribeiro,1,CAN,N,30,178,72,3,5320000,77,40,77,95,58,90,81,72,83,75,71,77,75,50
Ben Guite,1,CAN,N,32,211,73,2,750000,90,40,72,72,80,76,63,80,61,61,72,73,67,70
Kyle Greentree,2,CAN,Y,27,215,75,1,900000,55,42,79,69,82,73,62,40,62,62,63,62,58,1
Brett Sterling,2,USA,N,26,185,67,2,625000,60,46,67,72,65,68,62,40,62,62,55,66,74,40
Fedor Tyutin,4,RUS,N,27,216,75,1,2200000,70,45,78,76,83,93,76,40,77,67,79,76,70,50
John Scott,4,CAN,Y,28,258,80,2,500000,71,70,68,59,99,72,60,40,62,59,62,51,51,40
Drew Doughty,4,CAN,N,21,203,73,1,875000,88,40,73,86,76,94,83,40,86,76,83,55,60,65
Marek Zidlicky,4,CZE,N,33,190,71,2,3850000,71,41,68,79,70,85,80,40,83,69,72,88,71,65
Daniel Sedin,2,SWE,N,30,185,73,3,6750000,45,40,81,92,65,90,93,42,97,86,64,86,75,70
Chris Campoli,4,CAN,N,26,190,72,2,1500000,79,43,86,78,70,79,72,40,73,67,67,65,66,35
Thomas Pock,4,AUT,N,28,210,73,0,750000,67,44,72,62,80,70,60,40,61,60,69,75,72,35
George Parros,3,USA,N,31,231,77,1,975000,73,99,76,66,90,70,61,40,59,62,65,69,77,30
Patrick Rissmiller,3,USA,N,32,220,76,2,500000,72,40,82,67,85,68,63,52,65,60,64,68,64,45
Todd Marchant,2,USA,N,36,182,70,2,1275000,82,40,81,77,62,79,65,77,67,63,77,84,74,35
Brian Pothier,4,USA,N,33,200,72,0,3000000,73,45,72,69,75,80,67,40,67,65,70,75,74,40
Andre Roy,3,USA,N,35,229,76,2,600000,69,99,40,65,89,65,60,40,58,62,64,71,64,1
Ryan Jones,3,CAN,Y,26,206,73,1,600000,80,40,80,71,78,75,66,41,62,68,57,49,49,20
Milan Hejduk,3,CZE,N,34,190,72,3,7500000,54,40,89,84,70,92,79,57,76,80,70,89,81,1
Wade Brookbank,4,CAN,N,32,225,76,2,800000,57,83,49,62,87,58,60,40,58,61,58,71,74,1
Johnny Boychuk,4,CAN,N,27,215,74,1,500000,82,58,86,68,82,77,68,40,68,66,64,51,51,50
Shane OBrien,4,CAN,N,26,224,75,1,950000,83,57,67,64,87,78,62,40,63,62,73,71,69,25
Henrik Sedin,1,SWE,N,30,190,74,3,6750000,49,40,77,93,70,91,93,82,99,78,71,86,74,70
Stephane Yelle,1,CAN,N,35,182,74,3,2050000,78,40,81,75,62,79,65,79,64,62,82,86,85,30
Toby Petersen,2,USA,N,31,197,70,2,700000,76,40,86,70,73,75,63,66,63,64,72,75,67,35
Brian Rolston,3,USA,N,37,214,74,1,3500000,71,40,84,77,82,81,71,60,67,72,74,92,95,70
Joni Pitkanen,4,FIN,N,27,200,75,5,3800000,68,40,61,80,75,89,82,40,85,70,81,78,71,55
Kimmo Timonen,4,FIN,N,35,194,70,3,7600000,63,40,80,86,72,91,81,40,82,67,85,99,83,30
Andre Deveaux,3,BHS,Y,26,220,75,1,500000,91,99,32,67,85,67,60,46,59,59,62,49,49,35
Brad Lukowich,4,CAN,N,34,200,73,3,1500000,81,40,85,66,75,81,63,40,64,59,78,82,73,5
Shane Doan,2,CAN,N,33,224,73,2,6500000,87,45,81,85,87,93,79,61,79,74,73,86,95,35
Teddy Purcell,3,CAN,N,25,195,75,1,1600000,56,40,84,77,72,74,68,42,68,66,57,49,51,70
David Krejci,1,CZE,N,24,177,72,5,5000000,71,40,86,90,57,82,78,86,80,71,75,70,60,80
Vincent Lecavalier,1,CAN,N,30,219,76,2,8350000,71,45,73,87,84,91,83,91,85,78,62,77,89,10
Kristian Huselius,2,SWE,N,32,179,73,3,4750000,48,40,79,91,59,81,81,42,83,77,59,83,73,55
Jussi Jokinen,1,FIN,N,27,190,71,1,1800000,61,40,83,78,70,83,77,84,75,79,69,78,67,50
Matt Pettinger,3,CAN,N,30,205,73,1,1150000,74,48,84,64,77,70,64,41,65,63,72,74,67,45
Ryan Whitney,4,USA,N,27,219,76,5,4400000,71,41,69,79,84,91,80,40,82,67,71,72,66,65
Jonas Junland,4,SWE,N,23,198,74,1,650000,65,40,80,61,74,74,68,40,63,60,56,51,51,20
David Clarkson,3,CAN,N,26,200,73,2,2200000,89,81,64,73,75,79,71,41,71,70,63,65,73,5
Jeff Carter,3,CAN,N,25,200,75,2,2900000,56,40,78,91,75,94,82,87,77,86,77,73,72,25
Martin Erat,2,CZE,N,29,203,72,1,3500000,59,40,74,84,76,85,75,44,75,75,69,77,76,30
Michael Nylander,1,SWE,N,38,195,73,1,4000000,51,50,75,75,72,79,67,56,67,65,62,99,90,55
Rob Scuderi,4,USA,N,31,218,72,4,3500000,68,45,87,69,84,82,64,40,67,60,89,75,75,30
Marc-Édouard Vlasic,4,CAN,N,23,200,73,3,3400000,63,44,86,76,75,93,73,40,73,65,87,66,64,45
Jay Pandolfo,3,USA,N,36,190,73,4,1500000,57,40,84,73,70,82,63,41,61,61,76,86,79,60
Ladislav Smid,4,CZE,N,24,226,75,2,1900000,81,58,80,71,88,85,66,40,67,62,78,72,63,25
Zenon Konopka,1,CAN,N,29,213,73,1,550000,77,99,74,67,81,79,63,96,63,60,56,70,63,10
Rostislav Olesz,2,CZE,N,24,247,76,1,1800000,71,40,84,75,98,79,68,41,67,69,73,72,63,61
Martin St. Louis,2,CAN,N,35,177,69,4,7000000,51,40,92,97,57,95,88,50,94,80,72,84,97,50
Tomas Plekanec,1,CZE,N,27,197,71,2,3200000,61,40,76,86,73,88,79,82,85,75,82,77,77,55
Jay Bouwmeester,4,CAN,N,27,207,72,4,6350000,71,40,76,91,78,99,77,40,77,68,84,74,94,99
Francois Beauchemin,4,CAN,N,30,207,72,1,1800000,71,46,85,78,78,85,72,40,74,66,76,78,72,70
Robert Lang,1,CZE,N,39,217,75,1,3750000,53,40,81,80,83,80,72,81,73,67,66,93,91,25
Pierre-Marc Bouchard,3,CAN,N,26,173,70,1,2400000,50,41,84,83,53,82,73,41,74,70,60,73,76,35
Guillaume Latendresse,2,CAN,N,23,230,74,2,2700000,91,45,83,75,90,85,76,40,68,80,63,64,60,40
Joe Corvo,4,USA,N,34,204,72,3,2900000,57,40,88,77,77,95,73,40,74,70,74,76,70,35
Brian Willsie,3,CAN,N,32,202,73,1,575000,65,40,73,71,76,78,60,47,61,60,67,77,73,20
Kurtis McLean,3,CAN,N,30,190,72,1,550000,61,40,80,74,70,66,63,40,65,60,57,49,49,60
Mark Parrish,3,USA,N,33,199,71,2,750000,57,40,81,68,74,73,63,41,64,62,67,80,69,70
Jean-Pierre Dumont,3,CAN,N,32,219,73,2,4250000,50,40,86,82,84,87,76,40,77,72,62,81,83,1
Phil Kessel,3,USA,N,22,180,72,1,3500000,50,40,84,94,60,79,79,67,75,81,64,65,67,55
Eric Nystrom,3,USA,N,27,193,73,1,750000,78,74,82,69,71,73,65,68,64,66,77,69,69,35
Gregory Campbell,2,CAN,N,27,194,72,3,1400000,95,68,81,82,40,84,69,79,69,63,79,67,73,50
Aaron Voros,2,CAN,N,29,215,75,3,950000,79,99,72,71,82,77,65,41,64,64,63,65,75,60
DJ King,2,CAN,N,26,225,75,3,625000,81,88,73,60,82,70,55,54,55,55,62,51,52,20
Tomas Kaberle,4,CZE,N,32,198,73,4,5000000,56,40,88,83,74,89,86,40,86,67,65,87,85,47
Jason Blake,2,USA,N,37,180,70,2,2900000,66,40,83,90,60,87,73,53,75,71,68,80,77,60
Pascal Dupuis,3,CAN,N,31,205,73,2,1500000,72,40,86,79,77,76,71,41,70,72,79,75,78,5
Eric Brewer,4,CAN,N,31,222,75,1,3850000,76,56,74,75,86,92,67,40,64,70,75,82,91,50
Tim Jackman,3,USA,N,28,210,76,2,700000,91,99,64,71,80,78,60,42,62,62,67,67,75,25
Chris Durno,1,CAN,N,30,205,76,1,550000,78,64,71,66,77,72,62,40,62,62,66,49,49,25
Owen Nolan,3,IRL,N,38,214,73,1,4000000,56,53,82,76,82,75,71,74,69,72,66,94,97,45
Olli Jokinen,1,FIN,N,31,215,75,1,6500000,73,48,72,80,82,88,76,69,77,72,61,87,90,40
Ryane Clowe,3,CAN,N,27,225,74,1,3250000,87,73,64,79,87,86,76,64,78,73,62,69,62,48
Tim Connolly,1,USA,N,28,190,73,3,3500000,52,40,83,92,70,87,84,66,89,73,72,70,72,25
Enver Lisin,2,RUS,N,24,190,74,0,800000,68,40,84,78,70,72,64,62,66,63,59,67,60,82
Michal Rozsival,4,CZE,N,32,205,74,3,3500000,81,40,66,78,77,88,73,40,75,65,80,78,73,40
Jere Lehtinen,3,FIN,N,37,192,72,2,7100000,64,40,87,82,71,85,66,41,67,63,81,99,87,40
Shea Weber,4,CAN,N,24,230,76,2,4750000,92,50,84,76,90,91,77,40,78,76,73,72,74,30
Zbynek Michalek,4,CZE,N,27,210,74,1,2200000,71,40,83,72,80,91,70,40,70,64,86,72,70,35
Evgeni Malkin,1,RUS,N,24,195,75,3,8500000,67,40,50,99,72,97,91,64,93,85,62,72,74,65
Marcel Goc,1,DEU,N,27,200,73,3,950000,61,40,86,76,75,81,69,88,69,68,80,82,64,35
Kyle Cumiskey,4,CAN,N,24,185,70,2,650000,63,40,86,83,65,79,70,40,70,69,72,66,62,90
Milan Michalek,2,CZE,N,25,225,74,1,3750000,73,40,82,80,87,85,76,41,72,78,72,73,62,70
Dan Boyle,4,CAN,N,34,190,71,4,6750000,57,41,71,85,70,91,85,40,87,76,78,81,85,1
Derek Boogaard,3,CAN,N,28,257,80,2,700000,77,93,69,64,99,66,60,40,61,59,59,69,73,40
Jarkko Ruutu,2,FIN,N,35,207,73,3,1500000,83,55,67,73,78,78,67,41,67,66,77,89,77,65
Kevin Westgarth,3,CAN,Y,26,241,77,2,500000,71,81,63,65,95,70,60,40,58,59,61,49,49,30
Andrew Cogliano,1,CAN,N,23,184,70,2,1000000,69,50,86,94,64,81,68,73,68,65,71,63,63,10
Josh Langfeld,3,USA,N,33,215,75,0,675000,71,60,64,62,82,69,63,50,56,66,52,72,68,60
Ian White,4,CAN,N,26,185,70,2,1500000,61,45,79,78,65,89,75,40,77,72,79,70,68,65
Carlo Colaiacovo,4,CAN,N,27,200,73,1,1500000,71,42,86,76,75,81,78,40,81,68,70,71,68,1
Keith Ballard,4,USA,N,28,178,73,4,3850000,87,57,72,80,62,90,75,40,75,68,81,68,69,5
Ryan Malone,2,USA,N,30,224,76,2,2500000,95,66,71,74,87,80,76,44,75,76,74,71,81,45
Garth Murray,2,CAN,N,28,210,74,2,750000,76,78,67,69,80,73,60,50,58,59,62,45,49,40
Greg DeVries,4,CAN,N,37,205,74,0,1100000,63,56,71,65,77,74,60,40,62,60,72,79,80,50
David Schlemko,4,CAN,N,23,195,73,1,550000,62,40,82,65,72,75,64,40,66,63,68,51,51,35
Donald MacLean,1,CAN,N,33,199,74,0,550000,50,40,70,60,69,64,62,62,61,57,59,50,53,55
Alexandre Burrows,2,CAN,N,29,190,73,3,2250000,72,48,56,83,70,86,80,54,76,84,80,72,71,70
Davis Drewiske,4,USA,Y,26,210,73,1,550000,60,40,84,68,80,80,65,40,66,63,69,51,51,30
Dustin Penner,2,CAN,N,28,245,76,2,3000000,60,42,82,74,97,85,79,74,76,82,72,65,66,60
Andrew Ebbett,1,CAN,Y,28,175,69,1,950000,70,40,82,84,55,82,73,82,67,64,68,54,52,65
RJ Umberger,3,USA,N,28,215,74,2,3100000,76,52,82,79,82,90,76,67,76,75,72,72,70,1
Steve Ott,1,CAN,N,27,193,72,2,1800000,99,71,54,85,71,81,73,87,69,76,74,74,76,65
Ville Leino,3,FIN,N,27,182,72,3,2150000,53,40,85,76,62,78,72,41,72,72,61,57,57,25
Matt Smaby,4,USA,Y,25,222,77,1,700000,91,48,74,69,86,79,60,40,62,59,73,62,62,70
Ryan Craig,1,CAN,N,28,212,74,1,999999,72,40,61,70,81,71,60,64,62,61,62,57,57,40
Matthew Lombardi,1,CAN,N,28,198,72,3,3000000,62,40,81,84,74,86,75,82,77,73,77,75,69,90
Brad Boyes,3,CAN,N,28,195,72,1,2750000,69,40,87,89,72,85,75,66,77,73,60,74,80,40
Andrej Meszaros,4,SVK,N,25,218,74,1,2900000,77,40,76,74,84,93,68,40,69,66,77,73,67,55
Nathan Horton,3,CAN,N,24,208,73,5,4500000,61,42,81,82,79,85,81,79,84,76,67,63,63,60
Brad Winchester,2,USA,N,29,228,77,1,800000,93,80,71,72,89,79,63,41,62,64,67,69,69,45
Darcy Tucker,2,CAN,N,35,178,70,0,3850000,74,55,78,78,58,76,67,73,68,66,61,83,86,50
Matthew Greene,4,USA,N,27,234,76,2,2000000,99,60,68,66,92,80,62,40,63,61,82,51,53,60
Kim Johnsson,4,SWE,N,34,193,73,1,4500000,55,40,80,76,71,95,70,40,70,69,80,88,72,70
Andy Wozniewski,4,USA,N,30,225,77,0,500000,68,41,79,60,87,73,46,40,51,55,64,65,64,40
Garnet Exelby,4,CAN,N,29,215,73,1,850000,86,64,68,66,82,78,62,40,63,60,71,71,72,70
Nik Antropov,3,KAZ,N,30,230,78,1,1300000,74,40,74,78,90,87,81,74,84,76,71,78,65,50
Stephen Weiss,1,CAN,N,27,208,74,1,2875000,54,40,78,88,79,86,78,87,77,78,69,69,76,45
Niklas Hjalmarsson,4,SWE,Y,22,200,74,1,500000,62,43,88,72,75,85,66,40,69,62,77,64,60,25
Raffi Torres,2,CAN,N,28,223,72,3,1875000,76,48,79,69,86,75,71,42,68,72,64,70,67,1
Jarret Stoll,1,CAN,N,28,214,72,2,2800000,96,40,78,79,82,85,75,95,77,72,75,74,84,30
Evgeny Artyukhin,3,RUS,N,27,254,77,1,775000,93,71,61,70,99,74,65,40,66,64,63,78,67,35
Matt Niskanen,4,USA,N,24,194,72,2,800000,78,44,86,74,72,82,71,40,71,66,67,63,61,50
Barry Tallackson,3,USA,Y,27,215,77,0,863155,74,40,79,64,82,61,60,40,58,59,64,65,62,30
Alex Tanguay,3,CAN,N,31,189,73,1,2850000,59,40,82,87,69,79,73,41,75,69,63,81,71,57
Ryan Kesler,1,USA,N,25,205,74,5,4750000,72,58,68,84,77,91,82,93,87,76,83,65,64,55
Todd Bertuzzi,3,CAN,N,35,231,75,1,5750000,73,48,65,78,90,78,73,46,72,72,57,82,73,1
Patrick Sharp,3,CAN,N,28,197,73,3,4200000,57,43,83,84,73,84,80,82,81,77,72,73,77,50
Peter Regin,2,DEN,N,25,198,74,1,775000,68,40,86,76,74,72,69,71,69,69,66,53,53,40
Niklas Kronwall,4,SWE,N,29,189,72,3,3750000,84,40,76,87,69,87,79,40,79,72,83,82,80,50
Alexandre R. Picard,4,CAN,N,25,214,74,1,800000,79,50,79,64,85,85,70,25,72,67,73,69,65,90
Ryan Carter,1,USA,N,27,202,74,2,650000,77,64,68,69,76,73,65,83,66,64,68,61,59,54
Jerred Smithson,2,CAN,N,31,204,75,2,1000000,79,52,79,73,77,82,64,89,60,66,79,78,67,50
